"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"62",1.1,5,2,4,5,2,1,1,1,2,1,1
"62",1.2,6,7,6,5,1,1,1,1,1,0,20
"62",1.3,3,1,3,3,3,4,2,5,3,1,25
"62",1.4,4,4,5,3,1,1,3,1,3,0,30
"62",1.5,2,1,1,1,4,6,7,5,6,1,1
"62",2.1,6,7,6,4,1,1,1,1,2,0,35
"62",2.2,7,7,6,3,1,1,1,1,1,0,45
"62",2.3,5,4,4,3,1,1,2,1,3,0,5
"62",2.4,4,1,2,4,4,1,6,1,4,1,1
"62",2.5,2,1,1,1,5,4,7,3,6,1,1
"62",3.1,5,4,4,7,1,1,1,1,1,1,1
"62",3.2,7,7,7,7,1,1,1,1,1,0,1
"62",3.3,4,4,4,4,1,1,1,1,2,0,1
"62",3.4,1,1,1,1,5,6,7,2,6,0,25
"62",3.5,1,2,1,1,5,5,6,6,6,0,1
"62",4.1,4,4,2,5,1,1,1,1,1,1,1
"62",4.2,3,1,1,1,7,3,2,2,5,0,25
"62",4.3,1,1,1,1,2,4,7,4,7,0,25
"62",4.4,5,3,4,1,1,4,2,1,5,0,35
"62",4.5,6,5,7,7,1,1,1,1,1,1,1
"62",5.1,4,2,4,5,1,2,2,1,1,1,20
"62",5.2,4,4,4,7,1,1,1,1,1,0,90
"62",5.3,5,5,7,6,1,1,1,1,2,0,30
"62",5.4,5,4,5,7,1,1,1,1,1,0,25
"62",5.5,6,5,5,6,1,1,1,1,1,1,35
"62",6.1,5,5,5,7,1,1,1,1,1,0,1
"62",6.2,7,5,7,7,2,1,1,1,1,0,25
"62",6.3,4,4,4,3,2,4,1,1,2,0,20
"62",6.4,5,4,4,5,4,1,1,1,2,1,25
"62",6.5,4,6,4,4,1,3,6,1,2,1,1
"62",7.1,7,6,7,5,1,1,1,1,1,1,20
"62",7.2,7,5,7,5,1,1,1,1,1,0,1
"62",7.3,5,6,5,4,1,1,1,1,2,0,25
"62",7.4,7,7,7,6,1,1,2,1,1,0,40
"62",7.5,4,4,4,5,1,2,1,1,2,0,1
"62",8.1,5,4,6,6,1,1,1,1,1,0,60
"62",8.2,7,7,6,7,1,1,1,1,1,0,20
"62",8.3,4,4,5,3,1,1,3,5,2,0,25
"62",8.4,7,7,7,7,1,1,1,1,1,0,25
"62",8.5,4,3,4,6,1,1,1,1,1,1,60
"62",9.1,2,2,2,2,2,5,5,2,5,1,1
"62",9.2,4,2,3,1,6,4,5,1,5,0,40
"62",9.3,7,5,7,6,1,1,1,1,1,0,50
"62",9.4,7,7,7,7,1,1,1,1,1,0,60
"62",9.5,2,5,4,1,1,1,3,1,5,0,20
"62",10.1,5,4,4,1,1,1,5,1,1,0,60
"62",10.2,5,4,3,3,1,1,1,1,3,0,30
"62",10.3,5,4,2,2,1,1,1,1,3,0,65
"62",10.4,6,5,5,6,1,1,1,1,1,0,1
"62",10.5,6,4,6,6,1,1,1,1,1,0,20
"62",11.1,4,4,3,2,1,1,5,1,5,0,20
"62",11.2,5,5,6,5,1,1,1,1,1,0,20
"62",11.3,4,4,4,4,3,5,1,1,4,0,1
"62",11.4,6,4,5,7,1,1,1,1,1,0,30
"62",11.5,6,4,7,6,1,1,1,1,1,0,30
"62",12.1,2,2,4,5,1,5,5,6,5,0,25
"62",12.2,7,5,6,7,1,1,1,1,1,1,1
"62",12.3,4,1,4,3,1,3,3,1,3,0,1
"62",12.4,5,4,4,5,1,1,1,1,1,0,20
"62",12.5,4,4,4,5,1,1,1,1,2,1,1
"62",13.1,4,2,2,3,3,4,1,1,3,1,1
"62",13.2,4.25,3.5,3.75,4.5,2.5,2.5,1.5,1.5,2.75,0.75,7.75
"62",13.3,5,4,5,7,1,1,1,1,1,0,28
"62",13.4,4,4,4,3,5,4,3,3,5,1,1
"62",13.5,6,6,6,5,2,1,1,1,1,1,20
"62",14.1,7,7,7,6,1,1,1,1,1,0,50
"62",14.2,3,2,1,2,5,3,5,1,5,0,25
"62",14.3,5,4,5,4,3,1,1,1,2,0,1
"62",14.4,3,1,3,2,5,5,5,5,4,0,1
"62",14.5,5,5,6,6,1,1,2,1,1,0,1
